ID,DB,Dataset_Name,Dataset_Long_Name,Variables,Data_Source,Distributor,Description,Climatology,Acknowledgement,Doc_URL,Icon_URL,Contact_Email,Dataset_Version,Dataset_Release_Date,Dataset_History
326,Opedia,Gradients1_KOK1606_15N13C,"Gradients1-KOK1606 15N Nitrogen Fixation, 13C Primary Production",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Standard protocols were used to measure in vitro primary productivity via the 13C radiotracer method [Lengendre et al., 1996] and N2-fixation rate measurements via 15N2 isotopic enriched seawater method described by Wilson et al., 2012. Briefly, water samples were collected before dawn in 4.3L polycarbonate bottles, a total of 120ml of cold enriched 15N2 seawater was added via syringe by inserting bevline tubing to the bottom of the sample bottle and slowly injecting the volume while overflowing. Bottles were then sealed with caps fitted with septum and injected with 0.5ml of 47mM 13C bicarbonate stock and gently mixed by inversion. Samples for 13C-DIC to test the 13C enrichment concentration were taken by removing 1ml of enriched sample volume and injecting it into an evacuated exetainer pre-loaded with 85% phosphoric acid. Bottles were incubated on deck in incubators screened to 48% of surface irradiance and plumbed with flow through surface seawater for temperature regulation. All bottles were incubated in the incubator for ~ 24hr at 48% light level and at select stations with shading at ~24% light level. Duplicate light bottles were paired with dark bottles and time final bottles that received no enrichment. Time zero bottles were also collected and sacrificed for each station. Following dawn to dawn incubations, each sample was filtered onto a combusted 25mm glass fiber filter, filters were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed and dried overnight at 60°C. Samples were then balled into Ag and Sn boats and plated for analysis. The carbon and nitrogen isotopic composition (13C and 15N, respectively) were analyzed by continuous-flow isotope ratio mass spectrometry using a Carlo Erba elemental analyzer (EA) connected to a Thermo DeltaPlus isotope ratio mass spectrometer (IRMS). For all samples the international standards USGS40 (d13C = -26.389 permil vs VPDB, d15N = -4.52 permil vs air) and USGS41 (d13C = +37.626permil vs VPDB, d15N = +47.6 permil vs air) were used to calibrate each run of samples and the international standard IAEA-600 (d13C = -27.771 permil vs VPDB, d15N = +1.0 permil vs air) was used as a check standard (i.e., not used to calibrate data). 13C-DIC samples were sent to UC Davis for analysis, resultant data was used to correct the 13C DIC addition for each bottle. ",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_15N13C.png,,v1.2,2020-03-12,Final Processed Data
327,Opedia,Gradients1_KOK1606_14C_NPP,"Gradients1-KOK1606 On Station Particulate Phosphorus, Particulate Carbon, and Particulate Nitrogen",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Method: \tThe phosphorus, carbon, and nitrogen content of particulate material (PP, PC, PN) was collected from rosette niskin bottles at specific depths and filtered at low vacuum through a combusted glass fiber filter (PCPN) or acid washed combusted glass fiber filter (PP). At select stations a secondary set was collected and size fractionated using a 3um polycarbonate filter to provide the <3um size fraction of PP and PCPN. Following filtration, filters for PCPN were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed and dried overnight at 60°C. Samples were then balled into Ag and Sn boats and plated for analysis. Organic carbon and total nitrogen content was analyzed using high-temperature combustion (1020 C) on a ThermoQuest NC 2500 elemental analyzer. Three standards with known %C and %N were weighed, folded in tin boats, and analyzed with the samples to develop the calibration equation for each run. The calibration equation was then used to calculate the mass (mg) of carbon and nitrogen in each sample using EAS Clarity Chromatography Station software. The standards are Cystine (Elemental Microanalysis, B2035, 11.66 %TN, 29.99 %TC), Atropine (Elemental Microanalysis, B2002, 4.84 %TN, 70.56%TC), and GoniLab Secondary Standard (low %C)-A1 (an internal standard of sediment from the Gulf of Mexico, MV0803, with low carbon - 0.12 %N, 1.3 %C). Following filtration, PP filters were placed in histoprep capsules and stored at -80°C for later analysis. Post-cruise, all filters were thawed overnight, combusted at 450°C for 4.5 hours, then extracted with 0.15 M HCl for 1 hour at 60°C. PP was then analyzed spectrophotometrically as SRP in a 1.0 cm cell at 880 nm following Strickland and Parsons (1972). Recovery efficiency was assessed from the analysis of a known dry weight of certified reference material (National Institute of Standards, NIST 1515, apple leaves, certified 0.159% P by weight). ",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_14C_NPP.png,,v1.2,2020-03-11,Final Processed Data
328,Opedia,RR1604_flow_cytometry_mass_spec,Phytoplankton Diversity and C and N Uptake Rates on the RR1604 Cruise,,"GO-SHIP IO9, Bigelow Laboratory for Ocean Sciences, Lomas Lab ",BCO-DMO,Phytoplankton diversity along with carbon and nitrogen uptake rates from cruise RR1604 along the GO-SHIP IO9 repeat hydrography section of the Indian Ocean.,False,"Bigelow Laboratory for Ocean Sciences: Michael W. Lomas, Benjamin Twining, Steven E. Baer. Woods Hole Oceanographic Institution BCO-DMO: Shannon Rauch",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblRR1604_Flow_Cytometry_Mass_Spec.png,,final,2018-02-22,Time stamps for the CTD station data was found here: https://www.rvdata.us/search/cruise/RR1604
329,Opedia,MODIS POC ,MODIS Particulate Organic Carbon,,Ocean Biology Processing Group at NASA GSFC,Ocean Biology Processing Group at NASA GSFC,"The MODIS POC dataset in CMAP is satellite derived, 8-day averaged product with a spatial resolution of 9km. POC is calculated using the 443 blue region and 547 and 565nm green region bands of the MODIS Aqua satellite. POC is in units of mg /m^3.  Details on the POC processing algorithm can be found at:  https://oceancolor.gsfc.nasa.gov/atbd/poc/ and  Stramski, D., Reynolds, R. A., Babin, M., Kaczmarek, S., Lewis, M. R., Röttgers, R., … Claustre, H. (2008). Relationships between the surface concentration of particulate organic carbon and optical properties in the eastern South Pacific and eastern Atlantic Oceans. Biogeosciences, 5(1), 171-201.doi:10.5194/bg-5-171-2008This dataset is provided by the Ocean Biology Processing Group at NASA GSFC. **L3m_8D_POC_poc_9km** is the original naming convention for this dataset.",False,"NASA Goddard Space Flight Center, Ocean Ecology Laboratory, Ocean Biology Processing Group; MODIS Aqua. Data accessed on: 2020-07-27",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/modis_icon1.png,,2018.1,2020-07-27,
330,Opedia,Gradients1_siderophore_concentrations,KOK1606 Gradients 1 Siderophore Concentrations,,"Bundy lab, University of Washington",,"This dataset includes siderophore concentrations from Gradients 1.0 cruise. Trace metal clean seawater samples were collected from the North Pacific Ocean on April - May 2016. 10 to 20 liters of seawater were pre-concentrated on Bond-Elute ENV columns, eluted with trace metal clean methanol and analyzed by liquid chromatography (LC) coupled to ICP-MS.",False,"Bundy lab, University of Washington; Simons Foundation",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_Siderophore.png,,v1.0,2020-01-25,
331,Opedia,Gradients2_siderophore_concentrations,MGL1704 Gradients 2 Siderophore Concentrations,,"Bundy lab, University of Washington",,"This dataset includes siderophore concentrations from Gradients 2.0 cruise. Trace metal clean seawater samples were collected from the North Pacific Ocean on June 2017. 10 to 20 liters of seawater were pre-concentrated on Bond-Elute ENV columns, eluted with trace metal clean methanol and analyzed by liquid chromatography (LC) coupled to ICP-MS.",False,"Bundy lab, University of Washington; Simons Foundation",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_Siderophore.png,,v1.0,2020-01-25,
332,Opedia,KNOX22RR_Picophytoplankton,Picophytoplankton Abundance from the R/V Roger Revelle (KNOX22RR),,Coccolithophores of the Patagonian Shelf 2008 (COPAS08) -  Ocean Carbon and Biogeochemistry (OCB),Biological and Chemical Oceanography Data Management Office (BCO-DMO),"This dataset contains flow cytometry measurments from the KNOX22RR cruise near the Patagonian Shelf in the SW Atlantic. Samples were collected in the 2008-2009 southern hemisphere summer. Variables include: synechococcus abundance, prochlorococcus abundance, picoeukarytote abundance, total cyanobacteria, total picophytoplankton and non-chlorophyll containing prokaryotes (heterotrohpic bacteria). This cruise was part of the Coccolithophores of the Patagonian Shelf 2008 (COPAS08) program. The PI of this dataset was Dr. Lisa Moore (University of Southern Maine - USM). ",False,"Data collected by  Dr Lisa R. Moore (University of Southern Maine, USM) and distributed through BCO-DMO (https://www.bco-dmo.org/dataset/3347)",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKNOX22RR_flow_cytometry.png,,Version:\xa014 May 2010,2020-08-21,
335,Opedia,MV1008_flow_cytometry_fixed,Abundance of Picophytoplankton Fixed Samples using Flow Cytometry at the Costa Rica Dome (CRD FluZie project)  ,,Michael R Landry lab University of California-San Diego (UCSD SIO) Costa Rica Dome FLUx and Zinc Experiments Integrated Marine Biogeochemistry and Ecosystem Research US and Ocean Carbon and Biogeochemistry,Biological and Chemical Oceanography Data Management Office (BCO-DMO),"  Picophytoplankton abundances from preserved (0.5 percent paraformaldehyde) frozen samples run on a Beckman-Coulter Altra flow cytometer after staining with Hoechst 33342 DNA stain and excitation with 200 mW UV and 1W 488 nm laser light. Cell populations include Prochlorococcus, Synechococcus and Picophytoeukaryotes. Samples were collected on the MV1008 cruise in the Costa Rica Dome (CRD) region of the Eastern Tropical Pacific Ocean.",False,"Michael R Landry University of California-San Diego (UCSD-SIO), Karen Selph University of Hawaii at Manoa (SOEST), Shannon Rauch Woods Hole Oceanographic Institution (WHOI BCO-DMO), NSF Division of Ocean Sciences (NSF OCE)",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMV1008_flow_cytometry_fixed.png,,1,2014-06-02,
336,Opedia,MV1008_flow_cytometry_live,Abundance of Picophytoplankton Live Samples using Flow Cytometry at the Costa Rica Dome (CRD FluZie project)  ,,Michael R Landry lab University of California-San Diego (UCSD SIO) Costa Rica Dome FLUx and Zinc Experiments Integrated Marine Biogeochemistry and Ecosystem Research US and Ocean Carbon and Biogeochemistry,Biological and Chemical Oceanography Data Management Office (BCO-DMO),Picophytoplankton abundances from live samples were analyzed within 1-3 hrs on a Beckman-Coulter EPIC XL flow cytometer. Cell populations include Synechococcus and Photosynthetic Eukaryotes. Samples were collected on the MV1008 cruise in the Costa Rica Dome (CRD) region of the Eastern Tropical Pacific Ocean.,False,"Michael R Landry University of California-San Diego (UCSD-SIO), Karen Selph University of Hawaii at Manoa (SOEST), Shannon Rauch Woods Hole Oceanographic Institution (WHOI BCO-DMO), NSF Division of Ocean Sciences (NSF OCE)",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMV1008_flow_cytometry_live.png,,1,2014-06-02,
337,Opedia,MV1008_flow_cytometry_heterotrophic,Heterotrophic Bacteria Abundance using Flow Cytometry at the Costa Rica Dome (CRD FluZie project)  ,,Michael R Landry lab University of California-San Diego (UCSD SIO) Costa Rica Dome FLUx and Zinc Experiments Integrated Marine Biogeochemistry and Ecosystem Research US and Ocean Carbon and Biogeochemistry,Biological and Chemical Oceanography Data Management Office (BCO-DMO),"Non-pigmented bacteria abundances from preserved (0.5% paraformaldehyde) frozen samples run on a Beckman-Coulter Altra flow cytometer after staining with Hoechst 33342 DNA stain and excitation with 200 mW UV and 1W 488 nm laser light. Bacteria discriminated based on DNA content (450±40 nm), as well as forward and 90° side light scatter parameters. Samples were collected on the MV1008 cruise in the Costa Rica Dome (CRD) region of the Eastern Tropical Pacific Ocean.",False,"Michael R Landry University of California-San Diego (UCSD-SIO), Karen Selph University of Hawaii at Manoa (SOEST), Shannon Rauch Woods Hole Oceanographic Institution (WHOI BCO-DMO), NSF Division of Ocean Sciences (NSF OCE)",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMV1008_flow_cytometry_heterotrophic.png,,1,2014-05-30,
339,Opedia,LA35A3_flow_cytometry,"Abundance of Picophytoplankton, Heterotrophic Bacteria and Protists using Flow Cytometry from the OUTPACE cruise (LA35A3)",,"Solange Duhamel lab Lamont-Doherty Earth Observatory (LDEO), Oligotrophy to UlTra-oligotrophy PACific Experiment (OUTPACE)\t",Biological and Chemical Oceanography Data Management Office (BCO-DMO),"This dataset contains abundances of cyanobacteria (Synechococcus, and Prochlorococcus),picoalgae, non-pigmented picoplankton (bacteria), and heterotrophic protists acquiredthrough flow cytometry. Latitude, longitude, timestamp, and sample depth are also included in this dataset. Water samples were acquired during the Oligotrophy to UlTra-oligotrophy PACific Experiment (OUTPACE) cruise between New Caledonia and Tahiti from February to April 2015.",False,"Solange Duhamel Lamont-Doherty Earth Observatory (LDEO), Amber D. York Woods Hole Oceanographic Institution (WHOI BCO-DMO), and NSF Division of Ocean Sciences (NSF OCE).\t",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblLA35A3_flow_cytometry.png,,final,2016-11-03,
340,Opedia,EN532_EN538_flow_cytometry,Abundance and Carbon Biomass of Pico and Nanophytoplankton using Flow Cytometry from the Subarctic Atlantic Ocean DimBio NABE Project,,"Bess Ward lab Princeton University, Andrew E Allen J. Craig Venter Institute (JCVI), Daniel M Sigman Princeton University, Dimensions of Biodiversity (DimBio NABE).",Biological and Chemical Oceanography Data Management Office (BCO-DMO),Pico- and nanoplankton cell concentrations from CTD casts made during the August-September 2013 EN532 and April-May 2014 EN358 cruises aboard R/V Endeavor. Study sites in the subarctic Atlantic Ocean along the 20 °W meridian between 50 °N and 60 °N in September 2013 and May 2014. Two transects from the US East coast to the subarctic study sites were performed as well.,False,"Bess Ward Princeton University, Andrew E Allen J. Craig Venter Institute (JCVI), Daniel M Sigman Princeton University, Nicolas Van Oostende Princeton University, Nancy Copley Woods Hole Oceanographic Institution (WHOI BCO-DMO), and NSF Division of Ocean Sciences (NSF OCE).",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblEN532_EN538_flow_cytometry.png,,final,2016-07-15,
341,Opedia,ALOHA_O2toAr,O2/Ar measurements at Station ALOHA,,"Karl lab, University of Hawaii at Manoa","Karl lab, University of Hawaii at Manoa","This data set provides measurements of oxygen to argon molar ratios from discrete samples collected within the mixed layer at the long-term sampling site (Station ALOHA) of the Hawaii Ocean Time-Series program between November 2013 and January 2019 (near-monthly cruises). Samples were measured by membrane inlet mass spectrometry following Ferrón et al. (2015). The format of this  file is for ingestion into the Simons Collaborative Marine Atlas Project (https://simonscmap.com). The first 4 colums in the data tab are: 1)time: date time in UTC time zon, 2) lat: latitude in decimal degrees north, 3) lon: longitude in decimal degrees east, 4) deph: depth in meters from pressure ",False,"Data provided by Sara Ferrón, Karl lab, University of Hawaii at Manoa",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblALOHA_O2toAr.png,,1.0,2020-07-08,
344,Opedia,Influx_Stations_Gradients_2016,Discrete flow cytometry from the Gradients 2016 cruise using a BD Influx Cell Sorter,,"Armbrust Lab, University of Washington",,"The dataset consists of BD Influx-based analysis of phytoplankton populations and heterotrophic bacteria from discrete flow cytometry data collected during the Gradients 2016 (Gradients 1/KOK1606)\xa0 oceanographic research cruise in the Northeast Pacific Ocean. The analysis includes cell abundance, forward light scatter, and pigment fluorescence of individual cells, including bacteria, picoeukaryotes, and the cyanobacteria Prochlorococcus and Synechococcus. Time is in UTC format, latitude and longitude are in decimal degrees, and depth is in meters. Further information can be found here: https://github.com/fribalet/FCSplankton",False,"Data provided by: Kelsy Cain and François Ribalet, Armbrust Lab, University of Washington",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients_1_Influx_Stations.png,,v1.2,2020-07-18,
345,Opedia,Influx_Stations_Gradients_2017,Discrete flow cytometry from the Gradients 2017 cruise using a BD Influx Cell Sorter,,"Armbrust Lab, University of Washington",,"The dataset consists of BD Influx-based analysis of phytoplankton populations and heterotrophic bacteria from discrete flow cytometry data collected during the Gradients 2017 (Gradients 2/MGL1704) oceanographic research cruise\xa0 in the Northeast Pacific Ocean. The analysis includes cell abundance, forward light scatter, and pigment fluorescence of individual cells, including bacteria, picoeukaryotes and the cyanobacteria Prochlorococcus and Synechococcus. Time is in UTC format, latitude and longitude are in decimal degrees, and depth is in meters. Further information can be found here: https://github.com/fribalet/FCSplankton",False,"Data provided by: Kelsy Cain and François Ribalet, Armbrust lab, University of Washington",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients_2_Influx_Stations.png,,v1.2,2020-07-18,
346,Opedia,Influx_Stations_Gradients_2019,Discrete flow cytometry from the Gradients 2019 cruise using a BD Influx Cell Sorter,,"Armbrust Lab, University of Washington",,"The dataset consists of BD Influx-based analysis of phytoplankton populations and heterotrophic bacteria from discrete flow cytometry data collected during the Gradients 2019 (Gradients 3/KM1906) oceanographic research cruise in the Northeast Pacific Ocean. The analysis includes cell abundance, forward light scatter, and pigment fluorescence of individual cells, including bacteria, picoeukaryotes, and the cyanobacteria Prochlorococcus and Synechococcus. Time is in UTC format, latitude and longitude are in decimal degrees, and depth is in meters. Further information can be found here: https://github.com/fribalet/FCSplankton",False,"Data provided by: Kelsy Cain and François Ribalet, Armbrust lab, University of Washington",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients_3_Influx_Stations.png,,v1.2,2020-07-18,
347,Opedia,Influx_Underway_Gradients_2019,Discrete flow cytometry of underway samples from the Gradients 2019 cruise using a BD Influx Cell Sorter,,"Armbrust Lab, University of Washington",,"The dataset consists of BD Influx-based analysis of phytoplankton populations from discrete flow cytometry data collected underway during the Gradients 2019 (Gradients 3/KM1906) oceanographic research cruise in the Northeast Pacific Ocean. The analysis includes cell abundance, forward light scatter, and pigment fluorescence of individual cells, including picoeukaryotes and the cyanobacteria Prochlorococcus and Synechococcus. Time is in UTC format, latitude and longitude are in decimal degrees, and depth is in meters. Further information can be found here: https://github.com/fribalet/FCSplankton",False,"Data provided by: Kelsy Cain and François Ribalet, Armbrust lab, University of Washington",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients_3_Influx_Underway.png,,v1.2,2020-07-18,
348,Opedia,JR19950921_AMT01_TSG,"JR19950921 AMT01 Temperature, Salinity, and Chlorophyll",,"Atlantic Meridional Transect (AMT), Dr. Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Temperature, salinity, and chlorophyll measurements taken every 30 seconds at 6 meters during the AMT01 cruise. ",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.\n\n,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19950921_AMT01_TSG.png,,final,2020-08-24,
350,Opedia,JR19950921_amt01_bathymetry,JR19950921 AMT01 Bathymetry,,"Atlantic Meridional Transect (AMT), Dr. Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),Sea floor bathymetric depth measured by an echo sounder on the AMT01 cruise. ,False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.\n\n,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19950921_AMT01_bathemetry.png,,final,2020-08-24,
351,Opedia,KOK1606_Gradients1_Surface_O2Ar_NCP,KOK1606 Gradients 1 O2/Ar gas saturation and surface net community production (NCP) ,,"Juranek Lab, Oregon State University",,  O2/Ar data collected using an equilibrated inlet mass spectrometer attached to flowthrough surface seawater of the R/V Kaimikai O Kanaloa (intake depth of 5-7m). Instrument was located in the starboard wet lab. NCP is calculated assuming a production and gas exchange steady state mass balance of O2 in the surface layer. Cruise track covers a meridional track from Hawaii to roughly 42N in the North Pacific.,False,Data provided by L. Juranek ,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_Surface_O2Ar_NCP.png,,1.1,2020-10-20,
353,Opedia,MGL1704_Gradients2_Surface_O2Ar_NCP,MGL1704 Gradients 2 O2/Ar gas saturation and surface net community production (NCP) ,,"Juranek Lab, Oregon State University",,O2/Ar data collected using an equilibrated inlet mass spectrometer attached to flowthrough surface seawater of the Marcus G. Langseth (intake depth of 5-7m). Instrument was located in the starboard wet lab. NCP is calculated assuming a production and gas exchange steady state mass balance of O2 in the surface layer. Cruise track covers a meridional track from Hawaii to roughly 42N in the North Pacific.,False,Data provided by L. Juranek ,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_Surface_O2Ar_NCP.png,,1.1,2020-10-13,
355,Opedia,KM1906_Gradients3_Surface_O2Ar_NCP,KM1906 Gradients 3 O2/Ar gas saturation and surface net community production (NCP) from an equilibrated inlet mass spectrometer,,"Juranek Lab, Oregon State University",,O2/Ar data collected using an equilibrated inlet mass spectrometer attached to flowthrough surface seawater of the Kilo Moana. Instrument was located in the port forward lab near bow intake. Dissolved O2 data collected with an Aanderaa optode model 4330. Both O2/Ar and O2 data have been calibrated with discrete samples drawn from the underway seawater system. NCP is calculated assuming a production=gas exchange steady state mass balance of O2 in the surface layer. Cruise track covers a meridional track from Hawaii to roughly 43N in the North Pacific.,False,Data provided by L. Juranek ,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients3_Surface_O2Ar_NCP.png,,1.1,2020-08-22,
357,Opedia,Church_FK_transect_TOC_amoA,"Church SCOPE Falkor-Eddies Transect TOC, TN, and amoA",,"Church lab, University of Montana",,"Upper-ocean depth profiles of total organic carbon concentration, total nitrogen concentration, bacterioplankton abundance, amoA gene abundance, and bacterioplankton community composition were collected on the 2018 SCOPE Falkor-Eddies cruise in the North Pacific Subtropical Gyre. This cruise sampled a transect from the center of a cyclonic mesoscale eddy through the transition zone to the center of an anticyclonic eddy.",False,"This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to MJC), with additional support from Simons Foundation International’s BIOS-SCOPE program to CAC. Ship time was funded by the Schmidt Ocean Institute. We thank Trista Vick-Majors, the SCOPE staff, Craig Nelson, and Wesley Sparagon for logistical and sampling assistance. We thank Sam Wilson and the officers and crew of the R/V Falkor for assistance at sea. John Ranieri conducted ddPCR and Keri Opalk measured TOC and TN. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblFK180310_Falkor_TOC_TON_AMOA.png,,v1,2020-01-23,
363,Opedia,KM1605_HL3_14C_carbon_fixation,HOE Legacy 3 14C Carbon Fixation,,"Matthew  Church, Univ Montana",,"Rates of dark 14C-bicarbonate assimilation into plankton biomass were measured from samples incubated on free-floating arrays. For these incubations, quadruplicate 40 mL polycarbonate centrifuge tubes from each depth were amended with ~0.05 MBq/mL (final activity) 14C-bicarbonate. One of the 40 mL sample tubes was processed immediately to serve as the time zero blank; the remaining triplicate tubes were incubated for 24 hours at in situ temperatures in the dark. At the end of the incubation period, the 40 mL tubes were filtered onto 25 mm diameter, 0.2 um polycarbonate filters. The total amount of radioactivity added to each sample was determined by adding a 25 µL subsample of the 14C-amended seawater to a 20 mL scintillation vial containing 500 µL ß-phenylethylamine. The remaining sample volume was immediately filtered, and filters were stored in 20 mL glass scintillation vials and frozen (-20°C) until processing. In the laboratory, filters were acidified with 1 mL of 2N hydrochloric acid and allowed to vent, uncapped for 24 hours in a fume hood. After acidification, 10 mL of PerkinElmer UltimaGold™ scintillation cocktail was added to scintillation vials containing the filters, and the resulting radioactivity was quantified by liquid scintillation counting (Perkin Elmer Tri-Carb 2800TR). ",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1605_HL3_14C_carbon_fixation.png,,V1,2020-02-04,
364,Opedia,KM1605_HL3_leu_incorp,HOE Legacy 3 Leucine Incorporation,,"Matthew  Church, Univ Montana",,"Rates of heterotrophic bacterial production were estimated based on the incorporation of 3H-leucine into protein. For these incubations, seawater was subsampled from the CTD rosette into quaduplicate 25 mL polycarbonate centrifuge tubes from each depth. Each tube was amended with 20 nmol L-1 3H-leucine. One 25 mL tube per depth was processed immediately as a time zero blank. The remaining triplicate samples were incubated in the dark on a free-floating in situ array. To terminate the incubations, triplicate aliquots from each sample tube were added to 2 mL microcentrifuge tubes containing 100 ul of 100% trichloroacetic acid (TCA). In the shore-based laboratory, samples were processed following the microcentrifuge method (Smith and Azam 1992).",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1605_HL3_leu_incorp.png,,V1,2020-02-04,
365,Opedia,KM1605_HL3_sediment_trap_flux,"HOE Legacy 3 Sediment Trap Particulate Carbon, Nitrogen, and Silicon Flux",,"Matthew  Church, Univ Montana",,"Particle flux was measured at four depths through the mesopelagic zone: 150 m, 300 m, 500 m, and 750 m, using multiple cylindrical particle interceptor traps deployed on a free-floating array for approximately 72 h. Prior to deployment, sediment traps were filled with a high-density trap solution consisting of 50 g of NaCl to each liter of surface seawater and 10 ml 100% formalin per liter of seawater. This solution is pressure filtered sequentially through a 1.0 and 0.5 µm filter cartridge and the resulting solution was used to fill each trap. After recovery, the contents of each trap were passed through an acid rinsed 335 µm NitexR screen, followed by filtration onto pre-combusted glass fiber filters (25 mm diameter GFF) for carbon and nitrogen analyses; for particulate silica measurements, samples were filtered onto 0.8 µm polycarbonate filters. Six individual sediment traps were analyzed for particulate C and N and three traps were processed for Si, following the HOT program protocols (http://hahana.soest.hawaii.edu/hot/protocols/protocols.html#). ",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1605_HL3_sediment_trap_flux.png,,V1,2020-02-04,
366,Opedia,KOK1607_HL4_ammonia_oxidation,HOE Legacy 4 Ammonia Oxidation,,"Matthew  Church, Univ Montana",,"Ammonia-oxidation rate measurements were conducted during HOE4 in the cyclonic and anticyclonic eddy centers at depths 10, 15, and 20 m below the chlorophyll maximum (105 m) in the cyclone and 10, 20 and 25 m below the chlorophyll maximum (140 m) in the anticyclone. Seawater was subsampled from CTD rosette bottles into acid-clean polycarbonate bottles and amended with 10 nM (final concentration) of 15NH4+. Samples were incubated in the dark for 24 hours on in situ arrays at the depth of sample collection. Incubations were terminated by freezing in a shipboard freezer (-20C) and stored frozen until analysis. Samples were prepared for d15N-NOx determination via the denitrifier method (Sigman et al., 2001) at the University of Hawaii. The resulting N2O was analyzed by isotope ratio mass spectrometry. ",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1607_HL4_ammonia_oxidation.png,,V1,2020-02-04,
